Thumb;SKU;Name;Color;Category;Category Position;Brand;Seller;Balance;First Date;Comments;Rating;Final price;SPP Price;Revenue potential;Days in stock;Sales;Sales Per Day Average;Revenue;Pics Count;Hax Video;Categories Last Count
https://basket-05.wb.ru/vol924/part92440/92440955/images/c246x328/1.jpg;92440955;Простыня натяжная трикотажная на резинке 140х200 см;белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;95;Stretch Jersy;ИП Мухин Е В;342;04.08.2022;504;5;695;611;166105;30;239;7,9667;166105;8;0;6
https://basket-05.wb.ru/vol865/part86501/86501227/images/c246x328/1.jpg;86501227;Простыни натяжные;темно-серый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;-1;ОТК ПРОИЗВОДСТВО;ООО ОТК Производство;0;22.07.2022;375;5;550;467;330000;15;300;10;165000;9;0;0
https://basket-08.wb.ru/vol1154/part115469/115469498/images/c246x328/1.jpg;115469498;Простыня на резинке 140х200 Салина;зеленый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;97;Feresa hygge;ООО ИСА;97;11.08.2022;63;5;1248;1098;164736;30;132;4,4;164736;7;0;6
https://basket-05.wb.ru/vol1007/part100759/100759764/images/c246x328/1.jpg;100759764;простынь на резинке 160х200х26 натяжная, 100% хлопок;белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;34;Всё, что тебя касается;ИП Фастовская Светлана Степановна;433;02.11.2022;56;5;1120;985;162176;30;139;4,6333;162176;17;1;12
https://basket-05.wb.ru/vol864/part86495/86495184/images/c246x328/1.jpg;86495184;Простыни натяжные;коричневый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;8579;ОТК ПРОИЗВОДСТВО;ООО ОТК Производство;533;31.10.2022;561;5;522;459;285564,7059;17;310;10,3333;161820;9;0;2
https://basket-09.wb.ru/vol1240/part124035/124035749/images/c246x328/1.jpg;124035749;Простынь на резинке 160х200 х26см,хлопок;темно-серый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;455;YERRNA;ОАО Шуйские Ситцы ХБК;865;26.10.2022;752;5;1302;1145;532580;9;137;4,5667;159774;13;1;3
https://basket-03.wb.ru/vol418/part41895/41895763/images/c246x328/1.jpg;41895763;Простынь на резинке 90х200 сатин страйп, простыня натяжная;бежевый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;214;KARNA;ООО Соната;42;04.10.2021;120;5;1682;1480;159036;30;102;3,4;159036;4;0;6
https://basket-08.wb.ru/vol1154/part115469/115469497/images/c246x328/1.jpg;115469497;Простыня на резинке 140х200 Салина;синий;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;96;Feresa hygge;ООО ИСА;114;11.08.2022;63;5;1249;1099;158623;30;127;4,2333;158623;7;0;6
https://basket-01.wb.ru/vol116/part11629/11629194/images/c246x328/1.jpg;11629194;Простыня на резинке, 160*200*20 см;белый,молочный;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;7812;Letto;ООО Метеор;805;17.04.2020;4129;5;649;571;158444;30;247;8,2333;158444;4;0;1
https://basket-01.wb.ru/vol134/part13426/13426220/images/c246x328/1.jpg;13426220;Простынь на резинке 140х200 трикотажная ;серый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;7998;Тридевятое царство (Домашний текстиль Т37);ООО Атекс;206;20.07.2020;1991;5;716;630;169347,8571;28;225;7,5;158058;8;0;2
https://basket-10.wb.ru/vol1316/part131669/131669148/images/c246x328/1.jpg;131669148;Простынь на резинке 160х200 натяжная  1,5 / 2 спальная;черный;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;92;МАЮША;ИП Синькевич;22;05.11.2022;151;5;699;615;163421,3793;29;226;7,5333;157974;9;0;6
https://basket-01.wb.ru/vol112/part11223/11223221/images/c246x328/1.jpg;11223221;простынь на резинке 120х200,простынь 1.5 спальная,резинка по периметру,100% хлопок,подарок;серый,белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;331;Ночь Нежна;ООО Альфа - Трейд;100;26.02.2020;159;5;783;689;157383;30;201;6,7;157383;9;1;3
https://basket-01.wb.ru/vol103/part10371/10371318/images/c246x328/1.jpg;10371318;простынь на резинке 140х200,простынь 2 спальная,резинка по периметру,100% хлопок,подарок;розовый,белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;87;Ночь Нежна;ООО Альфа - Трейд;171;27.01.2020;410;5;876;770;156804;30;179;5,9667;156804;7;1;6
https://basket-08.wb.ru/vol1154/part115478/115478180/images/c246x328/1.jpg;115478180;Простыня на резинке 160х200 Салина;белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;107;Feresa hygge;ООО ИСА;98;12.08.2022;128;5;1349;1187;156484;30;116;3,8667;156484;7;0;6
https://basket-05.wb.ru/vol865/part86501/86501228/images/c246x328/1.jpg;86501228;Простыни натяжные;коричневый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;8514;ОТК ПРОИЗВОДСТВО;ООО ОТК Производство;290;22.07.2022;375;5;550;484;156200;30;284;9,4667;156200;9;0;2
https://basket-01.wb.ru/vol93/part9336/9336758/images/c246x328/1.jpg;9336758;Простынь на резинке 160х200 2 спальное натяжная простыня;бежевый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;397;Селтекс;ООО Швейная Фабрика Селтекс;22;25.01.2020;3966;5;648;570;155061;30;237;7,9;155061;8;0;3
https://basket-10.wb.ru/vol1316/part131669/131669150/images/c246x328/1.jpg;131669150;Простынь на резинке 160х200 натяжная  1,5 / 2 спальная;белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;335;МАЮША;ИП Синькевич;80;04.11.2022;151;5;699;615;154479;30;221;7,3667;154479;9;0;3
https://basket-10.wb.ru/vol1316/part131665/131665951/images/c246x328/1.jpg;131665951;Простынь на резинке 160х200 натяжная  1,5 / 2 спальная;темно-серый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;55;МАЮША;ИП Синькевич;456;04.11.2022;151;5;699;615;185374,8;25;221;7,3667;154479;9;0;6
https://basket-02.wb.ru/vol166/part16649/16649381/images/c246x328/1.jpg;16649381;Простынь на резинке 160х200 трикотажная ;бежевый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;8605;Тридевятое царство (Домашний текстиль Т37);ООО Атекс;148;17.11.2020;3482;4;777;683;164438,5714;28;204;6,8;153476;8;0;2
https://basket-01.wb.ru/vol111/part11118/11118881/images/c246x328/1.jpg;11118881;Простынь на резинке 140х200;графит;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;109;Delordo Home collection;ИП Чомаев Исмагиль Ахматович;49;17.02.2020;89;5;1512;1330;164227,5;28;103;3,4333;153279;7;0;2
https://basket-10.wb.ru/vol1378/part137800/137800120/images/c246x328/1.jpg;137800120;Простынь на резинке 180х200 натяжная 2 спальная евро;темно-серый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;280;МАЮША;ИП Синькевич;66;03.12.2022;55;5;729;641;158368,9655;29;210;7;153090;9;0;3
https://basket-04.wb.ru/vol496/part49639/49639554/images/c246x328/1.jpg;49639554;Простынь на резинке 160х200 трикотажная ;небесный;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;7813;Тридевятое царство (Домашний текстиль Т37);ООО Атекс;32;20.04.2022;3484;4;777;683;152874;30;202;6,7333;152874;8;1;2
https://basket-10.wb.ru/vol1377/part137799/137799710/images/c246x328/1.jpg;137799710;Простынь на резинке 180х200 натяжная 2 спальная евро;светло-серый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;290;МАЮША;ИП Синькевич;0;03.12.2022;55;5;729;546;175801,1538;26;209;6,9667;152361;9;0;3
https://basket-05.wb.ru/vol839/part83997/83997700/images/c246x328/1.jpg;83997700;Простынь на резинке 160х200 х26см,хлопок;темно-серый;Дом/Детская/Постельные принадлежности/Для детей/Простынь натяжная;-1;YERRNA;ОАО Шуйские Ситцы ХБК;0;12.06.2022;752;5;1078;809;909972;5;117;3,9;151662;14;0;0
https://basket-08.wb.ru/vol1154/part115481/115481241/images/c246x328/1.jpg;115481241;Простынь на резинке 180х200 Салина;зеленый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;-1;Feresa hygge;ООО ИСА;0;11.08.2022;127;5;1549;1161;409780,9091;11;97;3,2333;150253;7;0;0
https://basket-02.wb.ru/vol166/part16649/16649387/images/c246x328/1.jpg;16649387;Простынь на резинке трикотажная 180х200;бежевый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;7910;Тридевятое царство (Домашний текстиль Т37);ООО Атекс;172;18.11.2020;2159;5;803;706;160886,7857;28;187;6,2333;150161;8;0;2
https://basket-05.wb.ru/vol924/part92443/92443552/images/c246x328/1.jpg;92443552;Простыня натяжная трикотажная на резинке 140х200 см;серый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;287;Stretch Jersy;ИП Мухин Е В;165;04.08.2022;504;5;695;611;149425;30;215;7,1667;149425;8;0;3
https://basket-05.wb.ru/vol873/part87309/87309749/images/c246x328/1.jpg;87309749;Простынь натяжная 90х200 на резинке;серый графит;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;7822;INTETEKS;ООО Интетекс;170;31.07.2022;374;5;850;748;147050;30;173;5,7667;147050;7;0;2
https://basket-05.wb.ru/vol939/part93932/93932137/images/c246x328/1.jpg;93932137;Простыня натяжная трикотажная на резинке 180х200 см;морская волна;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;227;Stretch Jersy;ИП Мухин Е В;275;25.08.2022;870;5;805;708;191100;23;182;6,0667;146510;7;0;3
https://basket-02.wb.ru/vol146/part14617/14617905/images/c246x328/1.jpg;14617905;Простынь на резинке 140х200 трикотажная ;белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;7821;Тридевятое царство (Домашний текстиль Т37);ООО Атекс;49;19.09.2020;1991;5;716;630;168823,8462;26;207;6,9;146314;8;1;2
https://basket-08.wb.ru/vol1141/part114158/114158359/images/c246x328/1.jpg;114158359;Простыня на резинке 180х200 Либерти;темно-серый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;127;Feresa hygge;ООО ИСА;61;11.08.2022;54;5;1848;1626;199080;22;79;2,6333;145992;7;0;6
https://basket-05.wb.ru/vol865/part86501/86501223/images/c246x328/1.jpg;86501223;Простыни натяжные;карамельный;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;7975;ОТК ПРОИЗВОДСТВО;ООО ОТК Производство;111;22.07.2022;375;5;550;484;145750;30;265;8,8333;145750;9;0;2
https://basket-02.wb.ru/vol159/part15920/15920553/images/c246x328/1.jpg;15920553;Простыня Евро макси 220х240 поплин, для большой кровати;черный;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;8695;INTETEKS;ООО Интетекс;337;24.10.2020;662;4;860;757;145340;30;169;5,6333;145340;7;0;1
https://basket-08.wb.ru/vol1154/part115482/115482203/images/c246x328/1.jpg;115482203;Простыня на резинке 90х200 Салина;белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;130;Feresa hygge;ООО ИСА;131;11.08.2022;86;5;949;835;145197;30;153;5,1;145197;7;0;6
https://basket-05.wb.ru/vol727/part72782/72782504/images/c246x328/1.jpg;72782504;Простыня на резинке 90х200 по кругу;белый,зеленый,желтый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;448;СПАРТЕКС швейная фабрика;ООО КШФ Спартак;187;06.04.2022;873;5;825;726;144375;30;175;5,8333;144375;7;0;3
https://basket-01.wb.ru/vol93/part9336/9336757/images/c246x328/1.jpg;9336757;Простынь на резинке 160х200 2 спальное натяжная простыня;баклажановый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;269;Селтекс;ООО Швейная Фабрика Селтекс;0;25.01.2020;3966;5;648;499;154411,0714;28;219;7,3;144117;8;0;3
https://basket-01.wb.ru/vol112/part11223/11223225/images/c246x328/1.jpg;11223225;простынь на резинке 220х200,простынь евро,резинка по периметру,100% хлопок,подарок;серый,белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;459;Ночь Нежна;ООО Альфа - Трейд;122;26.02.2020;186;5;1080;950;142488;30;126;4,2;142488;10;1;3
https://basket-01.wb.ru/vol101/part10151/10151650/images/c246x328/1.jpg;10151650;Простынь на резинке 140х200;белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;134;Delordo Home collection;ИП Чомаев Исмагиль Ахматович;116;29.01.2020;78;5;1426;1254;141720;30;97;3,2333;141720;12;0;2
https://basket-05.wb.ru/vol923/part92354/92354071/images/c246x328/1.jpg;92354071;Простыня натяжная трикотажная на резинке 90х200 см;морская волна;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;414;Stretch Jersy;ИП Мухин Е В;119;16.07.2022;554;5;557;490;141478;30;254;8,4667;141478;9;0;3
https://basket-05.wb.ru/vol864/part86484/86484396/images/c246x328/1.jpg;86484396;Простынь натяжная на резинке 90х200;белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;8522;ОТК ПРОИЗВОДСТВО;ООО ОТК Производство;186;22.07.2022;301;5;440;387;145655,1724;29;320;10,6667;140800;9;0;2
https://basket-05.wb.ru/vol864/part86495/86495180/images/c246x328/1.jpg;86495180;Простыни натяжные;аквамариновый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;9865;ОТК ПРОИЗВОДСТВО;ООО ОТК Производство;520;22.07.2022;561;5;522;459;324041,5385;13;269;8,9667;140418;9;0;2
https://basket-05.wb.ru/vol864/part86484/86484395/images/c246x328/1.jpg;86484395;Простынь натяжная на резинке 90х200;черный;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;8515;ОТК ПРОИЗВОДСТВО;ООО ОТК Производство;40;22.07.2022;301;5;440;387;168432;25;319;10,6333;140360;9;0;2
https://basket-05.wb.ru/vol864/part86484/86484392/images/c246x328/1.jpg;86484392;Простынь натяжная на резинке 90х200;темно-серый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;8597;ОТК ПРОИЗВОДСТВО;ООО ОТК Производство;60;22.07.2022;301;5;440;387;219536,8421;19;316;10,5333;139040;9;0;2
https://basket-08.wb.ru/vol1154/part115472/115472033/images/c246x328/1.jpg;115472033;Простыня на резинке 140х200 Салина;белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;115;Feresa hygge;ООО ИСА;54;11.08.2022;63;5;1248;1099;138528;30;111;3,7;138528;7;0;6
https://basket-01.wb.ru/vol134/part13426/13426228/images/c246x328/1.jpg;13426228;Простынь на резинке 160х200 трикотажная ;серый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;8082;Тридевятое царство (Домашний текстиль Т37);ООО Атекс;45;24.07.2020;3482;4;777;683;148163,5714;28;182;6,0667;138286;8;0;2
https://basket-07.wb.ru/vol1096/part109624/109624678/images/c246x328/1.jpg;109624678;Простынь натяжная / перкаль / 160*200*25см / 100% хлопок;оливковый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;4126;Double Dreams;ООО ТДЛ Текстиль;32;24.10.2022;54;5;920;810;187729,0909;22;154;5,1333;137668;12;0;2
https://basket-04.wb.ru/vol438/part43802/43802420/images/c246x328/1.jpg;43802420;Наматрасник 160х200;белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;802;МонаКо;ИП Монахова М А;45;26.10.2021;32;5;1194;1051;151240;27;114;3,8;136116;7;1;3
https://basket-08.wb.ru/vol1154/part115482/115482201/images/c246x328/1.jpg;115482201;Простыня на резинке 90х200 Салина;зеленый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;-1;Feresa hygge;ООО ИСА;0;11.08.2022;86;5;949;711;214274,2105;19;143;4,7667;135707;7;0;0
https://basket-05.wb.ru/vol864/part86484/86484394/images/c246x328/1.jpg;86484394;Простынь натяжная на резинке 90х200;темно-синий;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;8032;ОТК ПРОИЗВОДСТВО;ООО ОТК Производство;135;22.07.2022;301;5;440;387;193600;21;308;10,2667;135520;9;0;2
https://basket-10.wb.ru/vol1356/part135628/135628177/images/c246x328/1.jpg;135628177;Простынь на резинке 160х200 натяжная  1,5 / 2 спальная;карамельный;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;103;МАЮША;ИП Синькевич;35;19.11.2022;151;5;699;615;134907;30;193;6,4333;134907;9;0;6
https://basket-02.wb.ru/vol144/part14453/14453457/images/c246x328/1.jpg;14453457;Простынь на резинке 200х200 трикотажная ;темно-серый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;-1;Тридевятое царство (Домашний текстиль Т37);ООО Атекс;0;26.10.2021;1047;5;874;655;212816,8421;19;156;5,2;134784;8;1;0
https://basket-01.wb.ru/vol93/part9336/9336773/images/c246x328/1.jpg;9336773;Простынь на резинке 160х200 2 спальное натяжная простыня;коричневый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;-1;Селтекс;ООО Швейная Фабрика Селтекс;1;25.01.2020;3966;5;648;570;161697,6;25;206;6,8667;134748;7;0;0
https://basket-05.wb.ru/vol864/part86459/86459248/images/c246x328/1.jpg;86459248;Простыни натяжные;пудровый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;8710;ОТК ПРОИЗВОДСТВО;ООО ОТК Производство;198;22.07.2022;375;5;550;484;134200;30;244;8,1333;134200;9;0;2
https://basket-08.wb.ru/vol1141/part114168/114168627/images/c246x328/1.jpg;114168627;Простынь на резинке 160х200 хлопок трикотаж 1,5 / 2 спальная;бежевый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;360;МАЮША;ИП Синькевич;17;19.07.2022;567;5;829;729;132640;30;160;5,3333;132640;10;0;3
https://basket-03.wb.ru/vol417/part41797/41797908/images/c246x328/1.jpg;41797908;Простынь на резинке 180х200 сатин страйп, простыня натяжная;белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;192;KARNA;ООО Соната;105;01.10.2021;99;5;2436;2143;146906,6667;27;59;1,9667;132216;4;0;6
https://basket-05.wb.ru/vol924/part92441/92441819/images/c246x328/1.jpg;92441819;Простыня натяжная трикотажная на резинке 140х200 см;какао;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;341;Stretch Jersy;ИП Мухин Е В;99;04.08.2022;504;5;695;611;132050;30;190;6,3333;132050;8;0;3
https://basket-01.wb.ru/vol112/part11223/11223224/images/c246x328/1.jpg;11223224;простынь на резинке 200х200,простынь евро,резинка по периметру,100% хлопок,подарок;серый,белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;116;Ночь Нежна;ООО Альфа - Трейд;163;26.02.2020;280;5;1020;897;131240;30;132;4,4;131240;10;1;6
https://basket-10.wb.ru/vol1390/part139089/139089272/images/c246x328/1.jpg;139089272;Простынь на резинке 160х200 наматрасник;белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;108;Комфорт здесь;ИП Дзюба Богдан;262;03.12.2022;133;5;736;647;135360;29;168;5,6;130848;7;0;12
https://basket-10.wb.ru/vol1338/part133844/133844520/images/c246x328/1.jpg;133844520;простынь на резинке 160х200 / бортики 20 см / хлопок 100%;;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;293;Ночь Нежна;ООО Альфа - Трейд;11;10.11.2022;45;5;900;792;150715,3846;26;142;4,7333;130620;5;0;3
https://basket-05.wb.ru/vol865/part86501/86501226/images/c246x328/1.jpg;86501226;Простыни натяжные;сиреневый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;-1;ОТК ПРОИЗВОДСТВО;ООО ОТК Производство;0;22.07.2022;375;5;550;467;325875;12;237;7,9;130350;9;0;0
https://basket-05.wb.ru/vol839/part83994/83994570/images/c246x328/1.jpg;83994570;Простынь на резинке 140х200 х26см,хлопок;серо-бежевый,бежевый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;-1;YERRNA;ОАО Шуйские Ситцы ХБК;0;11.06.2022;217;5;1246;934;323960;12;104;3,4667;129584;11;1;0
https://basket-09.wb.ru/vol1266/part126674/126674412/images/c246x328/1.jpg;126674412;Натяжная простынь на резинке 160х200 1 5 спальная хлопок;серый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;104;ABCSleep;ИП Мандра Б М;189;26.10.2022;131;5;867;763;129541;30;151;5,0333;129541;5;0;6
https://basket-02.wb.ru/vol266/part26610/26610273/images/c246x328/1.jpg;26610273;Простынь на резинке 160х200 хлопок;белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;183;Княжеский сон;Княжеский сон;51;22.04.2021;207;5;1535;1351;129428;30;88;2,9333;129428;5;0;3
https://basket-03.wb.ru/vol417/part41798/41798310/images/c246x328/1.jpg;41798310;Простынь на резинке 180х200 сатин страйп, простыня натяжная;серый,графит;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;124;KARNA;ООО Соната;96;01.10.2021;99;5;2436;2143;133473,1034;29;56;1,8667;129024;4;0;6
https://basket-05.wb.ru/vol939/part93931/93931264/images/c246x328/1.jpg;93931264;Простыня натяжная трикотажная на резинке 120х200 см;серый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;2118;Stretch Jersy;ИП Мухин Е В;14;22.07.2022;210;5;635;559;154686;25;203;6,7667;128905;8;0;3
https://basket-02.wb.ru/vol166/part16649/16649375/images/c246x328/1.jpg;16649375;Простынь на резинке 140х200 трикотажная ;бежевый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;8523;Тридевятое царство (Домашний текстиль Т37);ООО Атекс;9;20.11.2020;1991;5;716;630;148578,4615;26;185;6,1667;128768;8;0;2
https://basket-10.wb.ru/vol1368/part136851/136851095/images/c246x328/1.jpg;136851095;Простыня на резинке 160х200 Либерти;белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;70;Feresa hygge;ООО ИСА;76;06.12.2022;144;5;1554;1367;240187,5;16;82;2,7333;128100;7;0;6
https://basket-04.wb.ru/vol707/part70734/70734125/images/c246x328/1.jpg;70734125;Простыня натяжная на резинке 180х200 трикотажная;молочный;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;8525;Nefertiti;ИП Спирина Н С;649;02.04.2022;326;5;728;640;127640;30;196;6,5333;127640;6;0;1
https://basket-01.wb.ru/vol112/part11223/11223207/images/c246x328/1.jpg;11223207;простынь на резинке 180х200,простынь евро,резинка по периметру,100% хлопок,подарок;лиловый,белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;8016;Ночь Нежна;ООО Альфа - Трейд;0;26.02.2020;531;5;996;766;152985,6;25;128;4,2667;127488;10;1;2
https://basket-01.wb.ru/vol93/part9336/9336768/images/c246x328/1.jpg;9336768;Простынь на резинке 160х200 2 спальное натяжная простыня;какао;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;-1;Селтекс;ООО Швейная Фабрика Селтекс;0;25.01.2020;3966;5;648;499;212265;18;193;6,4333;127359;8;0;0
https://basket-08.wb.ru/vol1141/part114167/114167705/images/c246x328/1.jpg;114167705;Простынь на резинке 160х200 хлопок трикотаж 1,5 / 2 спальная;голубой;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;363;МАЮША;ИП Синькевич;60;22.07.2022;567;5;829;729;126837;30;153;5,1;126837;10;0;3
https://basket-01.wb.ru/vol111/part11118/11118884/images/c246x328/1.jpg;11118884;Простынь на резинке 200х200;графит;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;193;Delordo Home collection;ИП Чомаев Исмагиль Ахматович;8;17.02.2020;108;5;1768;1556;126087;30;72;2,4;126087;7;0;2
https://basket-02.wb.ru/vol165/part16585/16585788/images/c246x328/1.jpg;16585788;Простынь на резинке 160х200 трикотажная ;индиго;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;8122;Тридевятое царство (Домашний текстиль Т37);ООО Атекс;7;16.11.2020;3482;4;777;683;125412;30;166;5,5333;125412;8;0;2
https://basket-08.wb.ru/vol1154/part115482/115482202/images/c246x328/1.jpg;115482202;Простыня на резинке 90х200 Салина;синий;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;187;Feresa hygge;ООО ИСА;87;11.08.2022;86;5;949;835;134215,7143;28;132;4,4;125268;7;0;6
https://basket-01.wb.ru/vol97/part9731/9731954/images/c246x328/1.jpg;9731954;Простыня на резинке, 160*200*20 см;голубой;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;143;Letto;ООО Метеор;91;25.01.2020;4129;5;622;548;125025;30;206;6,8667;125025;1;0;3
https://basket-01.wb.ru/vol94/part9420/9420173/images/c246x328/1.jpg;9420173;Простынь на резинке 160х200 сатин страйп;белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;122;KARNA;ООО Соната;55;16.02.2020;151;5;2262;1990;124878;30;59;1,9667;124878;4;0;6
https://basket-01.wb.ru/vol94/part9420/9420176/images/c246x328/1.jpg;9420176;Простынь на резинке 160х200 сатин страйп;пудровый,розовый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;241;KARNA;ООО Соната;67;17.02.2020;151;5;2262;1990;124878;30;59;1,9667;124878;4;0;6
https://basket-01.wb.ru/vol94/part9420/9420177/images/c246x328/1.jpg;9420177;Простынь на резинке 160х200 сатин страйп;серый,графит;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;191;KARNA;ООО Соната;56;16.02.2020;151;5;2262;1990;124722;30;59;1,9667;124722;4;0;6
https://basket-01.wb.ru/vol139/part13975/13975844/images/c246x328/1.jpg;13975844;"Простынь на резинке  160х200 ""Котики (компаньон)"" перкаль";белый,бежевый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;4127;Сказка.;ИП Ральников Константин Леонидович;68;10.08.2020;250;5;844;742;266935,7143;14;141;4,7;124570;6;0;4
https://basket-05.wb.ru/vol1007/part100759/100759763/images/c246x328/1.jpg;100759763;простынь на резинке 160х200х26 натяжная, 100% хлопок;серый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;51;Всё, что тебя касается;ИП Фастовская Светлана Степановна;234;02.11.2022;56;5;1120;985;124320;30;105;3,5;124320;11;1;12
https://basket-05.wb.ru/vol925/part92513/92513574/images/c246x328/1.jpg;92513574;Простыня натяжная трикотажная на резинке 160х200 см;розовый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;8548;Stretch Jersy;ИП Мухин Е В;49;22.07.2022;821;5;745;655;123670;30;166;5,5333;123670;8;0;2
https://basket-01.wb.ru/vol108/part10836/10836253/images/c246x328/1.jpg;10836253;Простынь на резинке 160х200;белый;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;128;Delordo Home collection;ИП Чомаев Исмагиль Ахматович;194;29.01.2020;165;5;1830;1610;154143,75;24;68;2,2667;123315;3;0;2
https://basket-01.wb.ru/vol111/part11118/11118885/images/c246x328/1.jpg;11118885;Простынь на резинке 90х200;графит;Дом/Спальня/Постельные принадлежности/Простыни/Простынь натяжная;184;Delordo Home collection;ИП Чомаев Исмагиль Ахматович;116;17.02.2020;111;5;1255;1105;167713,6364;22;98;3,2667;122990;7;0;2
